Post_ID,Post_Type,Hashtags,Words_Count,Likes,Shares,Comments,Views,Follower_Count,Account_Age,Sentiment_Score,Day_of_Week,Engagement_Level,Engagement_Rate,Hashtag_Density,Influence_Score
a596eb34-eaab-41b2-bed8-46a5171fa911,Image,12,282,545.0,43,20,733,9160,4,-0.06,Tuesday,Low,0.8294679399727148,0.0425531914893617,36640
1458637d-a2ee-46f6-b9ca-54d734d6e4fb,Text,15,115,496.42685185185184,48,41,622,14131,3,0.46,Thursday,Low,,0.13043478260869565,42393
a22b6366-b9c1-44a4-9eab-8e415af5fee0,Video,1,254,279.0,49,39,558,4495,5,-0.75,Thursday,Low,0.6577060931899642,0.003937007874015748,22475
f52d6060-8485-49fa-9bb3-6c56148d556a,Video,5,158,536.0,49,42,989,9034,3,0.48,Friday,High,0.6339737108190091,0.03164556962025317,27102
9008f6a1-a124-45cb-8fe6-5aa674656439,Mixed,9,296,353.0,31,30,2231,13772,7,0.64,Tuesday,Low,0.18556701030927836,0.030405405405405407,96404
bfff56a4-3681-47a2-a3f6-2cb2ea2b3d2f,Mixed,9,9,601.0,28,45,998,10111,5,0.36,Wednesday,Low,0.6753507014028056,1.0,50555
69498ad5-9308-406d-9544-5ddcb1ea47ad,Mixed,0,225,354.0,74,44,1382,6984,3,-0.52,Friday,Low,0.341534008683068,0.0,20952
69bf96b1-0fa4-4124-bbfa-a71ec65bea2b,Mixed,7,62,431.0,71,47,1478,15239,6,-0.18,Tuesday,Low,0.37144790257104193,0.11290322580645161,91434
6176ecb2-dfa9-4d32-af93-ec8c4fe7da22,Text,20,231,125.0,71,20,654,5314,1,0.36,Thursday,Low,0.3302752293577982,0.08658008658008658,5314
db9fcc37-a2ea-4cce-a343-ebf569ded883,Text,7,104,265.0,48,45,982,9918,7,0.75,Friday,Low,0.3645621181262729,0.0673076923076923,69426
dfa9812a-714d-4d74-a457-93bc46a2e375,Image,1,238,570.0,87,22,1512,12560,5,0.15,Saturday,Low,0.44907407407407407,0.004201680672268907,62800
743a9e5c-bb68-4137-9a14-2a2e68e0d81a,Mixed,8,5,496.42685185185184,49,27,1414,18382,3,0.46,Friday,Low,,1.6,55146
59a9e640-6444-4710-ba43-464931f887b3,Mixed,3,133,712.0,67,27,203,8166,1,0.68,Friday,Low,3.9704433497536944,0.022556390977443608,8166
10cf6b1a-0d04-4faf-8112-7578c9b0f1f5,Video,12,213,309.0,22,15,1497,8894,8,-0.01,Friday,Low,0.23112892451569805,0.056338028169014086,71152
bf9fc93e-cbed-4112-84a1-3691918fcf9c,Text,20,143,496.42685185185184,45,3,924,8221,7,-0.52,Thursday,Low,,0.13986013986013987,57547
8f8cdeaf-9c7b-4791-8ede-3e75eddbb25c,Text,12,257,347.0,46,48,937,10953,9,-0.14,Tuesday,Low,0.47065101387406616,0.04669260700389105,98577
1a28b83d-9fe3-4bea-b2e3-bcca1bc43aea,Image,4,95,577.0,48,19,1402,12351,4,0.23,Thursday,High,0.4593437945791726,0.042105263157894736,49404
8c341a68-4e38-4246-ba0c-397ab0e31083,Mixed,8,173,193.0,23,25,1961,14373,7,-0.22,Friday,Low,0.12289648138704742,0.046242774566473986,100611
cd3be138-761f-426d-8ce7-baf14f612c2c,Video,2,264,409.0,64,19,1099,13024,3,0.65,Thursday,High,0.44767970882620567,0.007575757575757576,39072
f46bccea-f39d-426f-a202-9b071f0c7196,Image,2,252,330.0,70,26,1789,8010,6,-0.41,Sunday,Low,0.23812185578535494,0.007936507936507936,48060
bd9c9013-70cb-4645-9b1f-fc7c0191a148,Text,2,268,496.42685185185184,35,22,479,13253,4,-0.73,Monday,Low,,0.007462686567164179,53012
c79d1c47-4fb9-46cc-8c9d-955b7c8ddaef,Mixed,16,150,592.0,27,49,1265,10366,7,0.95,Friday,Low,0.5280632411067193,0.10666666666666667,72562
ffb3b4eb-cc88-422d-8e51-a65d1c77c848,Text,13,158,253.0,34,21,929,12981,7,-0.18,Tuesday,Low,0.33153928955866524,0.08227848101265822,90867
7a31becb-7695-4e43-82bc-91c7bcfd1623,Text,0,140,459.0,59,55,1341,13209,7,0.16,Friday,Low,0.4272930648769575,0.0,92463
945330fc-49d7-42ce-a120-d62d6bdcd479,Mixed,0,277,496.42685185185184,38,47,1051,16520,8,-0.46,Thursday,Low,,0.0,132160
e6030769-e43d-4d52-a9f6-24265bfb97d8,Image,17,132,690.0,47,22,529,8581,8,0.23,Friday,Low,1.434782608695652,0.12878787878787878,68648
5e5b5b95-66cf-4a1c-8984-395693889985,Image,19,179,754.0,28,34,756,7817,8,0.78,Friday,High,1.0793650793650793,0.10614525139664804,62536
b0fc2058-bd93-4823-acf0-0e81a7fa8226,Video,4,145,211.0,89,37,378,11788,7,0.41,Friday,Low,0.8915343915343915,0.027586206896551724,82516
f5cc4397-80ef-49d3-85e0-71f4e27f62ea,Text,3,292,665.0,51,42,546,14730,8,-0.49,Saturday,High,1.3882783882783882,0.010273972602739725,117840
64ba5e1b-1fec-4410-ba66-3264d7ec0f2b,Mixed,18,262,335.0,72,44,1440,10232,6,0.21,Friday,Low,0.31319444444444444,0.06870229007633588,61392
59a578df-6406-40e7-8baa-2587e1d0ffd8,Video,12,163,449.0,59,32,1074,14990,6,-1.0,Monday,High,0.5027932960893855,0.0736196319018405,89940
b661e7b4-a133-4d41-a280-3b9a2df05785,Text,6,230,506.0,49,15,1315,12760,6,-0.77,Thursday,High,0.43346007604562736,0.02608695652173913,76560
b16fb167-39ed-4fbb-bc00-3ecf9e9d2240,Video,19,62,863.0,48,39,2107,9195,7,0.18,Friday,High,0.4508780256288562,0.3064516129032258,64365
27234265-1f76-4c75-84df-0aa9326f5bfb,Image,9,98,299.0,35,26,1052,12253,3,0.49,Saturday,Low,0.34220532319391633,0.09183673469387756,36759
f1cce37d-06c9-48a0-a1c2-1224a4e1839d,Video,10,254,666.0,40,0,1517,8260,9,0.38,Saturday,Low,0.4653922214897825,0.03937007874015748,74340
0adbc98f-892d-4676-ab86-490d9430c543,Text,13,8,265.0,29,35,1214,10954,4,0.15,Saturday,Low,0.27100494233937394,1.625,43816
9ea12b73-c384-4763-8d28-8f24764ae896,Text,16,168,251.0,27,18,2581,5707,4,0.63,Thursday,High,0.11468423091824874,0.09523809523809523,22828
0000a5dd-2756-4c7c-b4d9-47574a71c558,Video,0,265,505.0,91,23,0,9727,4,0.16,Sunday,High,,0.0,38908
3c04aa25-ce7f-4363-a924-bee02cc05ec8,Text,9,245,504.0,55,30,841,13998,4,0.93,Friday,Low,0.7003567181926278,0.036734693877551024,55992
ae9b31c1-0dbc-4ef5-af05-db9eea2c4a9d,Image,8,258,0.0,79,6,1527,13068,10,-0.5,Monday,Low,0.05566470203012443,0.031007751937984496,130680
c2d2bcaf-fcaf-407e-abc3-641714df98de,Image,14,88,731.0,34,32,823,12483,4,0.42,Wednesday,High,0.968408262454435,0.1590909090909091,49932
fd3405fd-f028-47c6-a930-ba925d341bb7,Text,6,96,72.0,24,25,1483,11149,10,-0.54,Monday,Low,0.0815913688469319,0.0625,111490
3e8b8874-e57d-47f2-97e5-1401ab87aefe,Image,3,38,470.0,30,16,1169,10639,6,-0.5,Wednesday,High,0.4414029084687767,0.07894736842105263,63834
5914386e-6e37-442a-9b72-17e6cfccab66,Text,8,226,765.0,41,30,1632,4931,8,-0.91,Sunday,Low,0.5122549019607843,0.035398230088495575,39448
55b4b887-7ab5-4e9d-8741-6c2ac64c9219,Video,20,160,941.0,50,4,633,9175,9,-0.86,Friday,High,1.5718799368088467,0.125,82575
fee7365f-3be8-4eea-a3ed-e12e6f41b9d8,Mixed,18,53,496.42685185185184,46,31,1286,10730,7,-0.21,Thursday,Low,,0.33962264150943394,75110
6501290a-dcc3-4f81-b24d-c88013a6e249,Text,15,231,213.0,34,37,1433,5502,6,0.93,Tuesday,Low,0.19818562456385205,0.06493506493506493,33012
d0b24b28-2e44-4ec3-8b2e-09654b46dd11,Video,12,180,758.0,51,34,1265,2992,5,-0.45,Wednesday,Low,0.666403162055336,0.06666666666666667,14960
915f9c6b-986c-4b99-9a15-635aed4b192d,Image,9,280,496.42685185185184,53,41,1274,14515,4,-0.77,Thursday,Low,,0.03214285714285714,58060
37548109-0db1-40f8-a18b-486c430f806d,Mixed,13,98,402.0,64,47,1801,10203,7,-0.99,Sunday,Low,0.2848417545807885,0.1326530612244898,71421
13461c8c-cdc8-4830-9f44-89fdf4432c20,Text,2,104,376.0,79,28,360,10839,3,-0.58,Monday,Low,1.3416666666666666,0.019230769230769232,32517
4b2b81ad-bd6e-48c0-bd96-9a17e57f913c,Video,7,60,356.0,42,46,1262,12222,8,-0.78,Friday,High,0.3518225039619651,0.11666666666666667,97776
a01335ef-6a69-45e3-b129-696cae51ccca,Video,13,123,431.0,74,28,595,6071,2,0.39,Thursday,High,0.8957983193277311,0.10569105691056911,12142
b34ff278-d0ae-40d6-a9f6-cf01b822c52d,Image,17,114,563.0,51,19,1578,8386,9,-0.17,Thursday,High,0.4011406844106464,0.14912280701754385,75474
6d0a48b4-48ff-4eb3-8b6d-6f8b4599d863,Text,8,162,386.0,19,24,781,16016,8,-0.32,Monday,High,0.5492957746478874,0.04938271604938271,128128
3274981f-7fea-4a32-a6f2-3991084a060c,Image,15,261,412.0,85,34,0,8045,5,-0.11,Saturday,Low,,0.05747126436781609,40225
63dc2950-e767-4954-9694-53a3fa0378b1,Mixed,9,161,496.42685185185184,95,46,1590,8936,10,-0.71,Friday,Low,,0.055900621118012424,89360
6a3325cf-3d09-4867-ad9e-89a5df6fc925,Mixed,17,168,203.0,62,30,1065,7322,7,0.3,Tuesday,High,0.27699530516431925,0.10119047619047619,51254
13bf4d4b-4995-4e3e-8d6d-75996223edc0,Text,16,276,424.0,51,19,1378,7036,1,-0.75,Tuesday,High,0.3584905660377358,0.057971014492753624,7036
b8573903-793f-4548-8b5f-6ada8cdfc266,Text,7,246,164.0,44,51,1913,14421,4,-0.26,Monday,Low,0.1353894406691061,0.028455284552845527,57684
9659f6cd-84f2-4da3-a3b3-a8b70b6670cd,Video,12,57,521.0,40,8,1385,93,4,0.95,Monday,High,0.4108303249097473,0.21052631578947367,372
c9aa6dcb-c92b-4ece-a7b6-58be6b5a3ae6,Video,0,158,112.0,74,19,1284,8171,6,-0.24,Tuesday,Low,0.15965732087227413,0.0,49026
9ee9bb86-f9dd-4da1-98f8-fcf3c6a015e9,Image,15,112,678.0,49,43,1176,10901,9,0.04,Thursday,High,0.6547619047619048,0.13392857142857142,98109
3eae78bc-17d3-4c73-ab5c-36679d380307,Mixed,12,297,237.0,83,56,626,16787,3,-0.45,Saturday,Low,0.6006389776357828,0.04040404040404041,50361
1371f43f-ff9b-44ed-90e2-62cf16197c9f,Mixed,11,84,496.42685185185184,50,37,1092,5459,7,0.33,Sunday,High,,0.13095238095238096,38213
80886667-1ea1-46e4-b09a-a31a1bf530b7,Image,17,170,427.0,41,33,2186,4777,9,0.72,Wednesday,Low,0.2291857273559012,0.1,42993
92cc333d-a250-47c6-9880-6953264640d5,Text,3,85,842.0,37,25,1012,6559,7,-0.71,Thursday,High,0.8932806324110671,0.03529411764705882,45913
4ad1f49f-3b37-4c4e-b9fe-52438c745e05,Mixed,14,103,642.0,35,38,1121,12806,3,-0.22,Sunday,Low,0.6378233719892953,0.13592233009708737,38418
79ea3b68-6575-4d6e-afb9-7c4bd6106a6b,Image,7,207,115.0,60,31,1828,10501,8,-0.62,Saturday,High,0.11269146608315099,0.033816425120772944,84008
6f535c72-1e1d-4d15-9462-6bb0efba33bd,Image,18,92,231.0,24,18,429,4229,1,0.33,Friday,High,0.6363636363636364,0.1956521739130435,4229
de9315ec-691d-44b9-b588-dbdb64c8558a,Mixed,0,85,420.0,33,25,1510,10398,4,0.89,Friday,High,0.3165562913907285,0.0,41592
8464515c-c77c-4144-9298-fe4a72eee471,Video,12,85,947.0,76,16,405,16205,7,-0.51,Friday,Low,2.565432098765432,0.1411764705882353,113435
95e981e6-4a84-498d-8153-7446222e145e,Text,7,171,312.0,30,30,1399,11057,10,-0.02,Sunday,High,0.26590421729807007,0.04093567251461988,110570
100ad7ab-7544-486c-9fb7-62a0f90d8dbd,Mixed,14,269,496.42685185185184,67,32,1188,10658,3,-0.45,Sunday,Low,,0.05204460966542751,31974
11bfce22-3aa6-4001-92d2-4ffc2b86e160,Video,11,247,805.0,8,54,1506,10898,5,-0.9,Tuesday,Low,0.5756972111553785,0.044534412955465584,54490
4861002d-df22-4131-8f16-e9af6f1943ac,Image,15,218,538.0,79,21,693,11658,10,-0.99,Thursday,Low,0.9206349206349206,0.06880733944954129,116580
65d7a302-e3d3-4ba5-bdfc-b4eaea521b20,Text,18,142,710.0,24,27,932,4931,3,-0.07,Monday,High,0.8165236051502146,0.1267605633802817,14793
9d64ced5-ff92-40d0-9f9e-29f32ae90eff,Image,3,122,354.0,32,48,1532,9072,7,-0.88,Wednesday,High,0.283289817232376,0.02459016393442623,63504
037d0530-bfd3-413d-a50f-dac956fcdb0f,Image,20,139,479.0,63,57,945,9280,10,0.78,Monday,Low,0.6338624338624339,0.14388489208633093,92800
9470ca8d-07ef-40ab-8fb7-5bd3e8796703,Mixed,9,246,496.42685185185184,55,37,1577,8066,4,-0.88,Friday,Low,,0.036585365853658534,32264
39f90d6b-ee40-4457-a6f4-39b024466f6f,Text,10,160,471.0,67,26,1304,12744,3,-0.08,Sunday,High,0.4325153374233129,0.0625,38232
fdb3b8c2-bc48-40b5-b24e-269fe1cfdecf,Image,4,194,496.42685185185184,24,22,977,7464,7,-0.42,Monday,Low,,0.020618556701030927,52248
f4d1e950-62d4-4767-b4b5-466d7595c2ab,Mixed,20,79,496.42685185185184,44,2,1042,8560,6,-0.17,Sunday,High,,0.25316455696202533,51360
a28ec8fb-9565-4829-8037-519ee49dfe25,Image,2,161,292.0,37,16,1201,4959,8,0.76,Friday,High,0.28726061615320564,0.012422360248447204,39672
126d94d7-2474-4b42-ab21-1390f4e523a1,Image,3,175,496.0,27,31,1089,11513,4,-0.72,Wednesday,High,0.5087235996326905,0.017142857142857144,46052
0b3cecf9-53d5-4670-960d-7be83a34560f,Text,17,186,696.0,61,27,1565,13767,3,-0.44,Tuesday,High,0.5009584664536741,0.0913978494623656,41301
9de8f27d-5475-4a00-a592-103db4f71b7a,Image,5,166,633.0,68,39,1014,8555,8,-0.15,Monday,High,0.7297830374753451,0.030120481927710843,68440
eb60612e-47a5-4f52-abf3-92609e2199e6,Image,6,235,491.0,43,27,913,13229,6,-0.97,Sunday,Low,0.6144578313253012,0.02553191489361702,79374
626a7fd0-e5e4-4434-bd73-f4f8a73e94b8,Mixed,15,162,121.0,80,19,1655,9412,10,0.57,Thursday,Low,0.13293051359516617,0.09259259259259259,94120
8fee2c84-c42c-4886-a6eb-b201e37e19be,Image,18,222,140.0,34,35,988,1,10,0.06,Wednesday,High,0.21153846153846154,0.08108108108108109,10
d087c4ef-d638-424c-a592-55dfa68f89e1,Mixed,7,293,183.0,79,67,929,9793,9,0.17,Wednesday,High,0.35414424111948334,0.023890784982935155,88137
f762e53a-8e39-4b12-a326-6566863c2216,Image,2,206,496.42685185185184,61,25,0,9297,1,-0.3,Friday,High,,0.009708737864077669,9297
256f5347-a915-4716-b3fd-6cc1eeb21dc6,Text,4,218,424.0,25,32,680,10411,2,0.29,Wednesday,High,0.7073529411764706,0.01834862385321101,20822
d839cf08-4a9f-4a72-9229-440042e66018,Text,12,7,204.0,89,42,780,11012,2,-0.1,Monday,Low,0.42948717948717946,1.7142857142857142,22024
704aa1c0-79fb-4202-95f8-ce4a3120c643,Text,19,211,704.0,41,21,929,7264,2,0.38,Thursday,Low,0.8245425188374597,0.09004739336492891,14528
875833b8-87fa-4317-ab69-8deb94cad448,Mixed,15,33,247.0,74,49,838,15885,1,-0.45,Thursday,High,0.441527446300716,0.45454545454545453,15885
8f589f0a-5f37-4bd2-a44b-939a436a2d56,Image,16,214,225.0,52,6,1691,9735,1,-0.05,Thursday,Low,0.16735659373151981,0.07476635514018691,9735
63bf9e75-0e77-4a25-bcf2-63df6d7d0271,Image,18,186,517.0,57,23,812,9201,1,-0.22,Wednesday,Low,0.7352216748768473,0.0967741935483871,9201
127a06ab-4fc4-46e6-9586-e1eec720eb5d,Mixed,7,76,694.0,68,25,849,12978,6,-0.68,Saturday,High,0.9269729093050648,0.09210526315789473,77868
db0c3329-2167-4102-9069-4730b093727c,Image,1,238,910.0,66,32,1277,10074,2,-0.56,Monday,High,0.7893500391542678,0.004201680672268907,20148
d94d87fa-75c6-4694-97bd-86a40e7cf540,Mixed,15,145,496.42685185185184,43,0,649,20263,6,0.81,Saturday,Low,,0.10344827586206896,121578
7809912a-d2fe-4b1f-a354-e651d6cf6786,Text,8,14,815.0,60,50,1981,9160,6,-0.97,Saturday,Low,0.4669358909641595,0.5714285714285714,54960
e3129717-7665-44bc-850d-367e72a1f9e2,Mixed,13,108,257.0,59,36,1601,11407,4,-0.53,Tuesday,High,0.2198625858838226,0.12037037037037036,45628
15d380d9-5ac3-4894-ae2e-a442d6d0a635,Mixed,9,111,931.0,54,46,615,7003,3,-0.03,Thursday,Low,1.6764227642276424,0.08108108108108109,21009
c321e039-7ed8-45c5-aed1-2d69dfc77cfc,Image,10,136,127.0,45,54,1706,13482,4,-0.56,Wednesday,Low,0.1324736225087925,0.07352941176470588,53928
bc51cb91-962c-4528-8d4d-74ebf858b339,Text,4,155,399.0,54,18,1810,11234,5,0.9,Thursday,Low,0.26022099447513813,0.025806451612903226,56170
8935d0c9-82f5-43b6-bec3-d9ffc3c02014,Image,1,196,612.0,89,0,628,8644,2,0.02,Friday,Low,1.1162420382165605,0.00510204081632653,17288
238e5a29-7144-4e5d-bb9d-0b45682d44eb,Image,10,17,178.0,44,47,617,6510,6,0.87,Tuesday,Low,0.4359805510534846,0.5882352941176471,39060
b178fdfa-b202-4492-8e60-7d1680d37d8d,Video,18,169,314.0,74,25,894,4762,10,-0.78,Sunday,High,0.46196868008948544,0.10650887573964497,47620
768785af-aa22-408a-b75c-180edd41061a,Image,19,223,282.0,37,13,492,11674,6,0.44,Monday,High,0.6747967479674797,0.08520179372197309,70044
e8a91966-2e47-45df-9d73-ec0554ed547d,Image,13,200,437.0,32,38,809,4452,10,0.04,Monday,Low,0.6266996291718171,0.065,44520
c70510a7-c1a0-4d77-96e4-b282e4b12b71,Video,0,171,784.0,115,66,999,15233,8,0.38,Friday,High,0.965965965965966,0.0,121864
ef33fbfb-a382-4c0a-9345-c8d08c5f64da,Image,8,290,503.0,60,28,1452,4948,8,-0.46,Saturday,High,0.40702479338842973,0.027586206896551724,39584
7484001c-3064-44cc-a68b-acd9aef44aaf,Text,6,291,407.0,61,44,1240,9286,6,0.32,Sunday,High,0.4129032258064516,0.020618556701030927,55716
20eada23-5a16-42d5-9e82-63e44a3aef3b,Mixed,17,107,0.0,61,15,1125,6473,3,0.6,Sunday,Low,0.06755555555555555,0.1588785046728972,19419
78d2f1d8-89ad-44ea-b4a1-af6a50bc90aa,Video,15,115,593.0,78,4,958,10130,5,0.49,Saturday,Low,0.7045929018789144,0.13043478260869565,50650
b6c882e4-bdda-4911-bc97-18d74b2c8e7a,Video,17,262,658.0,58,43,546,10106,5,-0.96,Friday,High,1.39010989010989,0.0648854961832061,50530
8167e007-5d4e-4bda-b6a7-3bbe30feb479,Image,15,230,159.0,66,38,1495,11779,2,0.13,Tuesday,High,0.17591973244147158,0.06521739130434782,23558
b1c98471-139a-469a-b788-fe79f544743a,Video,10,145,486.0,28,23,1484,3894,9,0.77,Wednesday,Low,0.3618598382749326,0.06896551724137931,35046
04a2c831-fc2b-49dc-afa9-352d87dfc6f6,Text,20,59,538.0,69,55,891,6945,3,-0.52,Monday,Low,0.7429854096520763,0.3389830508474576,20835
90ae684f-7af1-4a5c-a39c-3ce0e8c60e1c,Image,7,43,692.0,45,3,649,13882,3,-0.43,Friday,Low,1.140215716486903,0.16279069767441862,41646
e56065e8-6b8a-4a26-9d74-3ee029c0fe91,Image,10,129,355.0,63,11,1978,12634,3,0.62,Saturday,High,0.21688574317492418,0.07751937984496124,37902
5f4c3a23-954d-4d12-a783-1064496183a1,Text,14,87,324.0,15,21,1323,2,7,0.52,Friday,Low,0.272108843537415,0.16091954022988506,14
cc128253-40a2-462b-87d3-a93c94c8a691,Image,15,171,408.0,62,24,1398,11508,2,0.34,Thursday,Low,0.35336194563662376,0.08771929824561403,23016
b4725aa6-a352-44ab-a1c0-4decbb7ce294,Image,16,250,756.0,5,51,1420,5870,9,0.11,Tuesday,Low,0.571830985915493,0.064,52830
387be9a3-a1ad-4ad7-bb46-fe800ffae659,Image,17,245,708.0,44,30,598,7632,10,0.23,Thursday,Low,1.3076923076923077,0.06938775510204082,76320
f9669041-4f99-4e25-9853-76beee34f7fc,Text,2,28,495.0,15,27,1949,9090,7,0.6,Wednesday,High,0.2755259107234479,0.07142857142857142,63630
1e32e976-498a-4b17-9a02-fe9e3e45c566,Image,3,204,703.0,62,10,998,16229,3,0.06,Tuesday,High,0.7765531062124249,0.014705882352941176,48687
244ba850-7d69-483c-a88a-c84957283ab1,Text,13,254,26.0,51,46,1611,5829,9,-0.63,Tuesday,Low,0.07635009310986965,0.051181102362204724,52461
118908eb-d74a-49bd-a64a-1c4676bfd9a7,Text,2,132,658.0,34,12,1929,4384,9,-0.01,Tuesday,High,0.3649559357179886,0.015151515151515152,39456
d81d90d6-475b-4884-8e3c-698b0f6160e0,Mixed,12,148,276.0,78,10,1240,11801,8,0.06,Friday,High,0.29354838709677417,0.08108108108108109,94408
aa7c7e0d-f800-43bc-8a81-817ab64f6d1b,Text,4,197,853.0,32,23,609,9887,5,-0.7,Thursday,Low,1.4909688013136289,0.02030456852791878,49435
ce63151c-8914-4198-9451-28c78a127ed0,Video,0,35,287.0,0,32,0,14828,4,-0.96,Wednesday,High,,0.0,59312
f77581fd-3468-4d23-8fdb-ec95ced2abfc,Video,5,56,329.0,60,19,1180,8588,2,0.54,Friday,High,0.34576271186440677,0.08928571428571429,17176
a75ca288-7939-4418-b464-e7395c3f9659,Mixed,16,33,612.0,14,40,1325,14843,3,0.54,Friday,Low,0.5026415094339622,0.48484848484848486,44529
0da98559-9968-4f29-b9f3-7f71399b397f,Image,3,180,631.0,32,25,909,10065,8,-0.16,Monday,High,0.7568756875687569,0.016666666666666666,80520
a41549e9-7650-4550-8d8b-cd08c263c4bf,Video,5,146,410.0,39,45,1267,12116,2,-0.32,Thursday,Low,0.3898973954222573,0.03424657534246575,24232
ccc2b8f3-92c4-4a3a-9e87-64c0297b53eb,Text,6,280,574.0,21,37,1415,16495,1,-0.04,Monday,High,0.446643109540636,0.02142857142857143,16495
4fff8cd8-df01-4522-b47e-4998a09d9517,Video,14,194,599.0,40,56,1696,9331,3,-0.63,Sunday,High,0.4097877358490566,0.07216494845360824,27993
fdbfb562-6bec-40b0-8588-fe27aa5468dd,Mixed,3,229,578.0,21,23,1085,14178,7,0.47,Saturday,Low,0.5732718894009217,0.013100436681222707,99246
df74b412-96de-4f03-a3f1-62bf6b63cbb2,Mixed,1,150,419.0,53,42,1177,7545,8,0.44,Wednesday,Low,0.4367034834324554,0.006666666666666667,60360
1a2d99dd-1f00-46b6-a73c-64ef858ab7ce,Image,13,61,601.0,25,3,1110,10910,7,-0.15,Saturday,High,0.5666666666666667,0.21311475409836064,76370
992bc488-08d8-4d48-b749-9ed5794e3ebb,Video,15,246,781.0,50,73,1216,4221,8,0.39,Saturday,High,0.743421052631579,0.06097560975609756,33768
11179dce-3f83-4af2-80fc-5c2832170ce7,Mixed,5,73,254.0,73,41,943,7982,3,-0.46,Wednesday,High,0.3902439024390244,0.0684931506849315,23946
7520b7ec-18c9-4133-ba82-628c47175034,Mixed,20,42,331.0,65,25,941,5767,1,-0.6,Wednesday,High,0.44739638682252925,0.47619047619047616,5767
33468e27-50c5-44b4-afc0-8c88e2f29f9e,Text,16,171,505.0,48,26,972,14883,10,-0.2,Tuesday,Low,0.595679012345679,0.0935672514619883,148830
9f3f06b2-17f5-401f-8765-842dab3e25b7,Text,15,216,288.0,30,26,1278,16955,6,0.68,Monday,High,0.26917057902973396,0.06944444444444445,101730
eebad398-483e-4596-ab37-a527c763a3f9,Mixed,4,82,139.0,53,57,776,8581,8,0.2,Sunday,High,0.32087628865979384,0.04878048780487805,68648
9494e738-168d-4bf5-af57-93220c16defe,Video,17,82,718.0,36,43,974,6907,10,0.13,Friday,High,0.8182751540041068,0.2073170731707317,69070
d0397e68-a133-4bdd-aaa5-8e30011d6b64,Image,13,158,54.0,54,23,2104,4744,10,-0.81,Wednesday,Low,0.06226235741444867,0.08227848101265822,47440
daeb44e1-ef35-4978-81e5-656c56011d3e,Text,12,298,419.0,15,11,1648,11058,3,-0.06,Saturday,High,0.2700242718446602,0.040268456375838924,33174
78eb257d-c597-4989-be8e-2e0806f8d8cf,Text,0,107,651.0,66,47,721,7590,8,-0.61,Wednesday,Low,1.059639389736477,0.0,60720
0078ac87-c866-4894-ab45-f4b432586016,Image,9,292,496.42685185185184,50,42,1632,7805,1,-0.51,Wednesday,Low,,0.030821917808219176,7805
